countyFIPS,County_Name,State,stateFIPS,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7_5_2020
12063,Jackson County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,8,8,8,8,9,11,11,13,13,13,13,13,13,14,14,14,14,15,15,15,23,31,72,72,91,97,105,105,105,125,126,129,131,148,171,173,219,225,230,238,239,240,241,248,249,251,256,266,269,290,298,298,308,309,310,311,315,316,318,319,320,326,327,327,329,330,333,338,341,342,347,350,353,359,359,363,365,381,394,401,406
12065,Jefferson County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,8,9,9,9,12,12,13,22,23,23,24,26,26,26,26,26,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,31,31,31,31,31,31,31,32,32,32,33,36,36,36,36,36,36,38,38,41,41,45,46,46,49,51,57,57,58,58
12067,Lafayette County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,5,5,5,5,6,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,9,10,10,10,10,12,12,12,12,12,13,13,15,15,16,18,18,19,20,20,20,22,27,30,30,31,32,32,33,34,36,36
12069,Lake County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,6,9,14,22,26,32,38,44,50,66,71,82,88,95,101,107,122,139,140,149,150,150,162,169,180,186,197,203,207,211,213,214,217,219,221,222,223,226,227,227,233,234,234,235,235,236,237,237,240,242,243,246,247,248,249,250,252,254,257,260,264,266,271,273,275,277,279,280,291,298,301,304,306,309,313,317,321,329,337,339,342,355,383,452,464,482,498,552,583,646,671,733,763,795,838,881,975,1098,1192,1252,1302,1410,1508,1603,1694,1845
12071,Lee County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,4,5,5,5,7,11,11,14,17,26,30,32,52,66,95,119,152,171,206,235,275,304,348,379,400,439,476,522,572,598,617,642,657,677,687,721,739,769,785,795,821,887,940,944,961,971,990,1003,1021,1067,1085,1118,1138,1160,1176,1212,1219,1249,1268,1285,1317,1332,1350,1385,1401,1456,1481,1520,1542,1585,1666,1677,1699,1736,1759,1767,1802,1847,1894,1908,1943,1967,2087,2147,2200,2253,2289,2315,2388,2422,2500,2563,2634,2836,2877,3015,3187,3354,3475,3556,3627,3666,3745,3944,4062,4757,4956,5188,5363,5588,5869,6223,6668,7215,7498
12073,Leon County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,5,6,8,8,13,15,17,18,23,26,32,35,39,42,42,59,68,72,78,91,113,120,150,150,155,165,169,169,176,184,186,187,191,207,208,210,212,213,214,219,226,233,234,243,243,243,249,249,252,254,254,266,271,275,276,276,280,290,304,306,320,329,330,332,372,375,377,379,401,404,404,405,411,428,432,434,438,442,443,448,451,456,464,464,469,474,483,485,495,508,557,573,587,596,614,642,695,775,951,998,1114,1149,1377,1466,1638,1798
12075,Levy County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,4,4,5,6,6,6,7,7,7,7,9,9,9,11,12,12,12,13,13,13,13,13,13,18,18,19,19,19,19,20,20,20,20,20,20,20,20,22,22,22,24,24,25,25,25,27,27,27,27,27,29,30,30,30,31,31,32,34,35,35,38,55,58,60,73,90,90,95,98,100,100,101,127,131,132,137,137,139,147,151,154,157,165,168,171,173,174,181,182,192,202,210
12077,Liberty County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,8,60,60,60,70,114,196,196,198,198,198,198,199,199,199,199,199,199,199,199,204,204,206,209,209,209,209,213,213,213,213,213,218,218,218,218,218,218,218,218,218,218,218,219,220,220,220,220,220,220,220,220,220,220,220,220,221,221,222,222,222,230,238,238,244
12079,Madison County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,10,11,11,12,12,14,14,14,14,14,15,16,19,20,21,23,26,35,40,41,41,43,44,49,49,55,58,58,60,61,61,61,61,61,61,61,61,61,61,62,62,62,63,64,64,66,66,66,67,68,69,69,69,69,69,69,69,69,69,69,69,71,71,71,71,71,71,75,75,76,79,82,84,86,93,98,109,123,142,143,143,156,170,179,187,191,195,200,218,220,239,247
12081,Manatee County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,4,4,6,7,8,9,11,13,13,15,16,25,25,29,32,38,42,53,70,89,104,129,136,145,164,172,179,200,221,236,252,261,277,309,326,362,417,433,443,448,473,491,497,508,533,563,567,580,591,607,619,636,684,722,737,742,756,776,783,795,806,813,826,834,849,867,888,893,933,946,958,975,988,990,996,1007,1022,1037,1045,1057,1074,1110,1134,1162,1177,1189,1219,1229,1245,1253,1309,1353,1377,1421,1483,1523,1548,1649,1786,1890,1977,2013,2132,2202,2368,2642,2737,2810,2856,3015,3175,3261,3554,3716
12083,Marion County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,5,5,9,18,22,23,25,30,33,38,42,50,55,62,68,75,83,87,93,101,104,106,112,116,118,121,129,130,132,145,148,150,151,151,160,165,175,178,182,184,184,193,196,202,202,208,208,211,213,217,217,218,220,222,223,224,228,233,233,233,237,237,240,240,241,243,244,248,250,255,257,261,272,274,279,281,284,286,292,299,310,311,315,325,331,345,365,389,395,412,424,467,493,524,598,631,655,672,727,789,817,868,927
12085,Martin County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,7,11,17,26,27,27,28,33,34,42,53,60,85,100,108,109,115,117,122,129,135,140,142,147,148,151,155,160,162,166,169,169,174,183,185,186,191,197,199,202,215,218,224,233,243,245,255,261,274,275,281,294,296,321,371,396,419,472,476,483,494,510,535,550,557,601,626,651,652,680,729,764,810,849,907,917,934,958,1020,1056,1134,1170,1218,1296,1311,1324,1421,1460,1525,1582,1611,1639,1673,1713,1850,1910,1979,2055,2112,2151,2208,2251,2320
12086,Miami-Dade County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,13,13,23,43,77,101,142,169,227,278,338,491,654,869,1121,1472,1701,2123,2202,2886,3364,3890,4146,4671,5126,5461,5898,6300,6758,7058,7459,7712,8063,8326,8824,9045,9354,9657,10056,10289,10588,10926,11005,11351,11570,11831,11927,12063,12389,12632,12775,13092,13224,13371,13585,13664,13841,14007,14167,14385,14468,14742,15011,15366,15658,15864,15942,16034,16367,16522,16694,16845,17041,17168,17225,17396,17641,17826,18000,18139,18224,18456,18779,19056,19299,19547,19756,19980,20277,20548,20872,21633,21917,22197,22741,23273,23854,24376,25080,25790,26239,26822,27779,28664,30196,31562,33714,35222,36820,37961,40265,42311,44729,47011
12087,Monroe County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,11,14,19,22,23,26,27,30,38,40,42,44,46,49,52,53,55,59,59,64,64,66,66,68,73,73,73,73,73,74,77,77,78,78,78,78,79,79,80,80,80,80,80,80,80,88,88,92,95,95,95,95,95,99,99,99,100,100,101,107,107,107,107,107,107,108,108,108,109,109,109,110,110,110,111,114,114,116,120,121,128,129,130,131,137,146,150,158,162,165,166,174,188,202,204,219,236,259,270,296,322,337,367
12089,Nassau County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,7,7,7,10,11,16,19,21,21,25,27,29,32,33,33,34,34,35,37,40,42,42,44,46,46,46,48,49,50,53,53,53,56,56,57,58,59,59,59,60,60,60,60,60,61,61,62,63,65,65,66,66,66,69,69,69,69,70,70,70,72,74,74,75,76,76,80,81,82,82,82,82,82,83,84,86,87,90,92,93,94,96,97,101,111,115,120,126,128,136,146,158,169,175,182,196,225,253,277,313
12091,Okaloosa County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,4,5,9,12,14,14,14,18,22,25,31,32,36,39,44,51,54,59,62,65,70,78,83,85,91,101,103,104,107,117,124,127,131,131,134,134,141,145,149,149,149,152,153,154,156,158,160,160,161,162,163,165,168,169,169,169,170,172,174,177,177,178,180,184,184,185,192,193,193,194,198,199,207,212,223,232,235,236,241,250,253,262,271,274,287,294,312,315,332,337,344,351,366,391,398,400,421,436,457,500,541,563,601,636,666,704,770,820,880,906
12093,Okeechobee County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,6,7,7,8,8,9,9,9,9,10,10,10,11,12,13,14,17,17,18,22,23,23,25,25,25,25,32,33,34,35,43,45,49,51,55,57,60,64,67,67,68,70,76,83,84,85,97,104,122,125,138,138,143,149,154,158,166,183,189,195,200,207,230,240,245,250,256,276,289,307,333,343,360,377,383,390,402,413,423
12095,Orange County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,6,11,19,23,29,33,48,50,89,119,174,213,268,300,373,458,541,602,657,713,754,768,824,860,902,923,949,1024,1038,1072,1114,1158,1180,1198,1216,1235,1258,1274,1290,1304,1322,1339,1363,1371,1385,1413,1422,1434,1438,1446,1460,1474,1478,1505,1505,1512,1537,1553,1577,1615,1629,1655,1679,1699,1708,1726,1744,1768,1808,1831,1849,1877,1902,1945,1976,2002,2031,2048,2121,2169,2210,2256,2316,2378,2449,2542,2678,2773,2937,3130,3282,3437,3584,3900,4274,4569,4914,5157,5502,6056,6786,7848,8837,9671,10014,10314,10874,11458,12078,13262,14032
12097,Osceola County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,7,8,13,14,21,24,25,26,39,45,56,74,89,94,110,140,170,201,216,229,241,256,277,295,305,317,323,333,349,361,384,392,403,409,410,417,427,449,461,463,463,470,474,478,478,486,504,509,514,514,529,544,554,564,572,573,580,586,594,608,616,622,627,629,636,640,644,648,658,658,662,673,674,688,698,701,703,709,715,726,732,741,745,749,762,770,785,796,810,838,848,866,892,926,960,1007,1052,1080,1147,1222,1321,1485,1649,1833,1919,2026,2164,2349,2526,2781,2966
12099,Palm Beach County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,8,13,21,29,45,56,72,89,101,141,174,241,318,383,463,551,616,737,858,954,1000,1082,1159,1224,1333,1431,1499,1646,1704,1740,1816,1867,2088,2138,2170,2260,2320,2413,2554,2600,2614,2697,2763,2877,2911,2963,3041,3080,3130,3311,3390,3480,3587,3615,3798,3870,3889,4093,4176,4278,4391,4440,4524,4658,4699,4776,4968,5072,5140,5201,5355,5429,5455,5541,5765,5898,5996,6135,6219,6477,6688,6859,7074,7230,7329,7518,7678,7887,8209,8442,8833,9015,9262,9472,9854,10116,10506,10754,10943,11180,11536,11840,12498,12928,13389,13711,14150,14447,14859,15324,16149,16836
12101,Pasco County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,5,8,8,11,14,15,18,21,25,34,35,38,40,51,66,77,90,102,114,122,127,139,143,150,160,169,177,186,190,192,198,205,209,213,220,221,230,232,232,237,239,241,249,252,275,278,282,284,285,289,291,293,297,300,302,306,308,313,314,316,319,327,328,335,338,341,349,360,369,373,375,377,381,386,388,394,398,405,416,419,424,434,442,457,473,484,500,521,543,560,583,627,686,750,809,872,954,1084,1170,1326,1630,1780,1909,1992,2133,2274,2443,2608,2757
12103,Pinellas County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,12,16,27,29,38,41,45,54,65,82,111,116,129,167,233,273,318,342,359,372,387,395,422,431,446,455,479,494,513,530,565,587,592,607,632,641,656,673,677,687,698,709,718,729,748,757,766,784,788,801,820,828,848,861,876,909,923,962,997,1008,1022,1051,1062,1075,1109,1116,1153,1173,1187,1196,1205,1218,1238,1262,1297,1313,1335,1361,1397,1478,1532,1584,1638,1679,1746,1862,1941,2103,2235,2389,2523,2684,2887,3153,3438,3667,3854,4033,4387,4669,5099,5713,6020,6260,6487,6861,7249,7697,8116,8533
12105,Polk County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,10,10,11,13,13,15,20,28,37,46,63,73,91,103,126,142,157,180,199,206,234,241,244,254,270,279,287,304,316,320,326,335,356,364,379,393,400,410,441,457,468,483,500,514,523,536,547,564,594,601,623,636,655,675,687,698,716,722,736,746,766,786,822,840,853,869,878,891,907,939,977,1005,1027,1038,1053,1074,1100,1127,1145,1178,1206,1243,1287,1325,1373,1414,1466,1509,1566,1634,1702,1856,1970,2042,2225,2279,2454,2571,2780,3182,3495,3682,3836,4048,4327,4660,4906,5196
12107,Putnam County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,5,12,12,12,12,13,13,13,14,15,18,19,19,20,24,25,29,34,42,42,43,46,49,52,55,56,58,59,68,75,81,83,87,87,103,103,106,108,117,120,120,120,120,120,120,125,126,127,127,127,127,127,128,131,134,134,135,136,138,139,140,143,144,144,149,149,150,152,153,154,154,165,172,173,173,174,175,176,181,183,185,190,191,198,205,209,213,221,237,238,242,261,271,285,297,318,327,339,381,433,489,516,540
12109,St. Johns County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,8,9,16,18,22,28,36,42,50,59,61,79,90,102,119,132,141,147,154,156,163,165,170,173,176,177,178,182,186,188,190,192,194,195,200,203,203,204,204,207,207,208,210,211,211,211,214,216,222,222,222,222,222,223,229,231,231,231,231,232,233,233,235,236,238,239,240,241,245,247,252,256,260,260,262,267,267,270,272,279,282,287,287,287,292,298,307,315,333,347,365,398,433,461,496,510,548,599,682,756,837,895,948,989,1088,1188,1259,1325
12111,St. Lucie County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,6,9,11,17,22,24,31,38,47,48,60,76,82,107,122,129,137,146,149,152,161,165,172,186,191,196,202,204,206,213,220,223,225,228,236,239,239,247,249,254,257,259,259,265,271,275,280,282,284,290,299,301,313,316,323,334,336,336,349,363,386,391,404,413,420,424,449,463,471,473,492,508,535,561,607,627,654,669,696,760,793,830,883,926,981,1037,1057,1131,1169,1214,1226,1249,1333,1384,1441,1576,1652,1691,1724,1812,1876,1983,2109,2182
12113,Santa Rosa County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,8,12,13,16,20,36,44,46,47,48,50,55,64,66,70,96,105,106,109,113,114,115,118,130,133,138,139,139,140,141,143,147,149,150,151,153,154,157,157,157,158,158,158,160,162,172,173,176,179,179,180,182,182,183,185,186,197,198,202,207,207,208,209,237,237,240,242,245,247,248,250,255,256,257,258,258,261,262,273,275,285,291,293,297,305,319,330,342,344,350,355,371,411,437,442,468,482,593,617,676,743,815,867
12115,Sarasota County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,4,6,10,14,17,21,26,32,34,43,50,61,67,76,99,110,124,129,140,159,173,184,201,211,223,226,230,241,253,260,274,279,284,291,297,302,310,314,318,321,323,334,338,352,365,372,377,385,395,405,412,416,418,426,430,435,440,487,496,498,508,518,533,538,550,565,576,586,590,594,598,611,622,629,635,639,647,649,652,658,669,680,686,694,705,716,724,741,767,780,789,803,833,868,926,962,992,1031,1091,1139,1245,1341,1401,1447,1482,1601,1707,1814,2059,2160
12117,Seminole County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,4,7,8,11,12,19,22,23,32,40,54,68,81,88,103,128,145,163,178,191,195,202,218,229,238,242,255,268,275,284,306,313,315,320,325,328,333,340,348,351,357,367,373,373,379,385,394,394,396,403,408,410,410,411,415,415,418,422,426,429,431,432,435,442,444,445,449,454,459,461,465,471,474,481,484,490,491,493,505,512,515,521,532,542,556,585,621,663,709,759,790,836,876,976,1101,1189,1265,1361,1451,1624,1768,1966,2202,2366,2477,2566,2682,2837,2987,3205,3339
12119,Sumter County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,8,10,18,24,29,40,45,47,51,57,66,68,73,75,81,87,91,100,107,108,110,112,113,114,117,120,144,147,153,163,164,166,167,169,171,173,176,176,181,217,221,226,233,234,234,238,239,240,244,244,244,245,246,250,251,251,252,252,252,252,252,253,253,253,253,253,253,253,253,253,253,255,258,260,261,261,261,261,264,265,265,266,266,266,267,268,269,270,277,282,284,286,290,299,308,313,319,327,334,345,368,387,401,408,420
12121,Suwannee County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,6,7,11,17,18,31,33,47,54,59,67,67,68,75,81,83,87,90,98,98,102,104,106,107,109,116,118,128,129,130,139,141,141,141,142,143,144,145,145,146,146,148,149,151,151,153,158,160,160,160,161,164,164,165,165,165,166,166,166,167,167,168,168,170,172,174,174,175,175,176,178,182,185,186,196,200,208,217,224,229,252,290,290,339,349,360,373,393,433,439,499,532,561,581,597,614
12123,Taylor County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,8,10,11,12,14,14,14,16,19,20,22,22,22,24,26,27,45,46,47,47,47,51,52,53,54,59,60,62,62,62,63,65,68,69,70,70,71,73,74,76,79,80,85,91,97,99
12125,Union County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,7,7,10,14,14,20,25,25,26,26,28,28,29,30,30,31,31,31,31,31,32,32,33,33,34,34,36,38,38,38,38,38,38,38,38,38,38,38,38,39,40,41,42,43,44,46,48,58,61,61,62,62,71,74,82,85
12127,Volusia County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,4,5,7,9,9,9,10,11,14,16,18,28,34,43,44,60,69,80,93,102,125,134,151,153,163,165,178,190,193,201,216,226,243,255,270,291,333,342,366,376,420,428,432,434,440,445,448,452,500,509,513,514,521,526,534,537,540,548,551,557,566,576,590,591,594,605,612,618,630,640,655,663,673,680,683,709,725,730,736,741,752,771,784,791,804,819,829,837,849,860,884,914,928,946,969,995,1057,1117,1168,1218,1263,1301,1369,1464,1605,1745,1933,2024,2105,2219,2372,2496,2604,2685
12129,Wakulla County,FL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,5,6,6,6,7,7,7,7,8,12,12,13,14,14,14,14,15,15,16,17,20,20,21,22,22,22,23,23,23,24,24,29,29,29,29,29,29,29,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,33,34,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,37,37,38,40,40,41,41,42,46,47,54,55,60,65,71,72,84,87
